OG0004835.2	OG0000692.0	OG0004617.12	OG0004338.2	OG0000027.1	OG0004464.0	OG0000107.44	OG0000038.0	OG0009883.5
-1.6975932054422744	-2.5088139035410735	-1.6864058534276087	-1.7107557148433576	-2.44890239384089	-2.1456053222468996	-1.2726458463191588	-1.5942254220501242
OG0002485.15	OG0002858.1	OG0006103.0	OG0000002.1788	OG0000100.1	OG0000121.128	OG0000090.24	OG0011434.0	OG0013645.0
-2.25635578329374	-2.49817873457909	-2.798868033092113	-1.3932735249871873	-1.4305089080412838	-2.13384372432621	-1.3778192957794075	-2.4675334171342618	-1.9759640645444907
OG0003514.0	OG0004861.3	OG0008351.8	OG0006103.0	OG0000429.0	OG0001710.24	OG0000071.0	OG0001557.1	OG0000013.2
-1.897543423349266	-1.791357890984834	-2.013916780335185	-2.798868033092113	-1.886299500835272	-1.831357964441161	-1.5006260549978325	-1.6615470596449509	-1.2726458463191588
OG0000142.14	OG0006399.1	OG0000011.1	OG0004808.0	OG0012139.2	OG0001557.1	OG0006383.0	OG0003914.5	OG0000127.0
-1.5525794954095031	-1.7183314200271549	-1.347949534477697	-2.2716005413289375	-2.159073566696852	-1.6615470596449509	-2.559366664838473	-2.5403585500713883	-1.4623560380701153
OG0011198.6	OG0004453.2	OG0000056.0	OG0004646.10	OG0006117.2	OG0000435.0	OG0000007.585	OG0000090.24	OG0003830.0
-3.0619024389259066	-1.874613394634186	-1.357714316940423	-2.1857367086002184	-1.6353155180717716	-2.039784866105864	-1.347215245091244	-1.3778192957794075	-1.71928118638199
OG0000109.0	OG0005152.7	OG0003831.0	OG0005986.4	OG0000349.0	OG0000006.561	OG0006417.0	OG0005917.0	OG0000015.1
-1.6975932054422744	-1.7081607267428855	-2.038598926835721	-2.0124608360791227	-2.286304185156641	-1.4663369871769107	-2.5319902259071676	-2.629054587423364	-1.0081017984969645
OG0012115.4	OG0000045.0	OG0005872.0	OG0000047.282	OG0000192.0	OG0000100.1	OG0003914.5	OG0009980.2	OG0005468.0
-2.7529231680691826	-1.3462979086065388	-3.8140066299300344	-2.4104282460262545	-1.5657587667480637	-1.4305089080412838	-2.5403585500713883	-2.9953907467474106	-2.435963338133392
OG0005613.0	OG0000047.282	OG0005357.7	OG0000349.0	OG0003732.8	OG0004763.0	OG0000026.45	OG0003777.2	OG0000127.0
-2.3147325934831584	-2.4104282460262545	-1.5736815646206663	-2.286304185156641	-3.1791879227712805	-2.7350432820351775	-1.1872142911325638	-1.9034682573063713	-1.4623560380701153
OG0000575.28	OG0004819.4	OG0000382.10	OG0000486.2	OG0000018.289	OG0005902.0	OG0003338.0	OG0005463.38	OG0000116.0
-1.9850734557618972	-1.7661119398257228	-3.0344557997682955	-1.8349563505169555	-1.58337640836713	-1.8785866690841353	-1.9728459484962733	-1.8051564880004805	-1.732164607902385
OG0006740.4	OG0000429.0	OG0009811.0	OG0004957.0	OG0000015.773	OG0005902.0	OG0000200.0	OG0000006.561	OG0003463.6
-1.9939533698815852	-1.886299500835272	-2.9137597241792563	-3.016249351645075	-0.9905094970525475	-1.8785866690841353	-1.6481455608676208	-1.4663369871769107	-2.0017322736212373
OG0005011.0	OG0000196.0	OG0005222.2	OG0008330.6	OG0000001.425	OG0000032.252	OG0000074.152	OG0004010.24	OG0004399.0
-2.346664773208869	-1.1752728727678972	-2.672082742581352	-2.805912947883698	-1.2827897009804041	-1.542458237592193	-1.6375581658743559	-3.463867504987715	-1.7269019108215087
OG0000112.0	OG0007045.2	OG0005494.2	OG0000710.0	OG0004970.0	OG0010749.0	OG0000119.0	OG0000006.561	OG0005764.0
-1.2012443860853812	-1.542458237592193	-2.7480688733114134	-1.9825056205407274	-2.3936525332754277	-3.0709665213541433	-2.414268267034073	-1.4663369871769107	-2.6241542753321765
OG0000228.54	OG0000056.0	OG0000000.3890	OG0000429.0	OG0003204.0	OG0004985.3	OG0000119.0	OG0012141.4	OG0004455.4
-1.3025820060825506	-1.357714316940423	-2.728335289022766	-1.886299500835272	-3.0721793798037935	-2.084976336299282	-2.414268267034073	-3.5040592931593757	-2.8900377466011817
OG0005936.0	OG0006740.4	OG0000007.976	OG0005090.0	OG0000710.0	OG0004757.2	OG0000116.0	OG0003702.0	OG0000350.8
-1.5950968778548693	-1.9939533698815852	-1.3154505308161575	-1.9666298615394082	-1.9825056205407274	-1.7034544918048826	-1.732164607902385	-2.8140066299300344	-1.4568010998066674
OG0006981.0	OG0002713.0	OG0005071.2	OG0000139.0	OG0012208.0	OG0000121.128	OG0000015.773	OG0000011.866	OG0005764.0
-1.3785693322095522	-2.599899316984519	-2.439872023918736	-1.5587290095614008	-2.567895776531323	-2.13384372432621	-0.9905094970525475	-1.3733272473940066	-2.6241542753321765
OG0003502.3	OG0000177.8	OG0004606.1	OG0006135.0	OG0000121.128	OG0013984.0	OG0000007.585	OG0000011.866	OG0008458.0
-2.8447688837007212	-2.107803289534515	-2.149440579377228	-1.8006260392781792	-2.13384372432621	-2.470328951652217	-1.347215245091244	-1.3733272473940066	-4.129102691334971
OG0003584.16	OG0000176.0	OG0005947.0	OG0004494.1	OG0000196.0	OG0004639.6	OG0005879.0	OG0000435.0	OG0000026.45
-1.9953907467474106	-1.873555700275309	-2.0421596732937672	-2.3244550229164016	-1.1752728727678972	-1.4518593431049527	-2.864596469402349	-2.039784866105864	-1.1872142911325638
OG0000265.0	OG0000112.0	OG0010058.2	OG0004744.2	OG0005447.3	OG0008987.2	OG0000001.1420	OG0005399.4	OG0000442.2
-2.897543423349266	-1.2012443860853812	-2.5158515546615385	-2.0215114670504883	-3.390623251236693	-1.5825120014863339	-1.3147325934831586	-1.5728229453179	-1.386468347082073
OG0000112.0	OG0005640.2	OG0002620.1	OG0000000.3460	OG0000443.1	OG0002711.15	OG0000010.475	OG0001557.1	OG0003777.2
-1.2012443860853812	-3.2709040918628958	-2.484388460507959	-2.1694201465224596	-1.9890769728152082	-2.2508519328764036	-1.5407782431771522	-1.6615470596449509	-1.9034682573063713
OG0001776.0	OG0000109.0	OG0000000.3460	OG0000007.976	OG0003695.0	OG0005665.0	OG0000090.24	OG0006404.2	OG0000276.1
-2.0121698234627274	-1.6975932054422744	-2.1694201465224596	-1.3154505308161575	-2.745164117214237	-2.239225505557113	-1.3778192957794075	-1.6940878298433792	-1.7670936989931694
OG0009973.0	OG0000109.0	OG0004976.2	OG0003795.5	OG0000007.976	OG0005918.2	OG0000187.1	OG0010053.0	OG0000015.1
-2.41119543298445	-1.6975932054422744	-3.1610079067062595	-2.1240627035336246	-1.3154505308161575	-2.4719288354212647	-1.5274082542630671	-2.31079031169837	-1.0081017984969645
OG0006617.0	OG0003156.4	OG0000349.0	OG0000075.0	OG0000010.475	OG0004933.6	OG0005665.0	OG0010514.2	OG0000442.2
-1.588790717209637	-2.4158071418902627	-2.286304185156641	-1.5942254220501242	-1.5407782431771522	-2.5332423842738288	-2.239225505557113	-1.7883647466728505	-1.386468347082073
OG0000112.0	OG0004249.0	OG0005090.0	OG0000307.20	OG0013053.2	OG0000010.475	OG0010101.0	OG0000043.242	OG0003914.5
-1.2012443860853812	-1.6743833251783957	-1.9666298615394082	-1.1504009888485485	-1.6259342817774622	-1.5407782431771522	-2.6268251092468837	-1.1639142882975944	-2.5403585500713883
OG0004737.6	OG0011175.0	OG0000139.0	OG0000002.1788	OG0004376.0	OG0000121.128	OG0012165.0	OG0005917.0	OG0000015.1
-2.703219582573575	-3.372579930598799	-1.5587290095614008	-1.3932735249871873	-2.637558165874356	-2.13384372432621	-1.9403678401179003	-2.629054587423364	-1.0081017984969645
OG0000112.0	OG0011148.0	OG0003949.1	OG0000007.976	OG0007175.0	OG0004605.20	OG0000074.152	OG0000007.585	OG0006418.0
-1.2012443860853812	-1.6803820657998387	-1.9367731980030187	-1.3154505308161575	-1.9436939396681234	-2.6099927379084407	-1.6375581658743559	-1.347215245091244	-3.151362038095294
OG0012679.2	OG0007244.6	OG0003625.28	OG0004723.0	OG0000121.128	OG0000032.252	OG0000169.16	OG0000105.0	OG0002991.24
-2.250165425587271	-3.801480701568437	-2.300448367476911	-2.4847921809641793	-2.13384372432621	-1.542458237592193	-1.6402539530945293	-1.6148451031156563	-1.8836352433082157
OG0002867.1	OG0000310.18	OG0006342.12	OG0011482.0	OG0000486.2	OG0000032.252	OG0006383.0	OG0005145.0	OG0000007.3
-2.8180705623099334	-1.6157291074575852	-2.5071726120774884	-1.7004036512159049	-1.8349563505169555	-1.542458237592193	-2.559366664838473	-3.801078444479287	-1.4564051357473986
OG0005686.0	OG0006576.0	OG0000228.54	OG0000010.475	OG0004479.1	OG0009890.0	OG0000090.24	OG0000102.0	OG0005917.0
-2.464345139503214	-2.1468826087764485	-1.3025820060825506	-1.5407782431771522	-2.49817873457909	-3.8463243502027624	-1.3778192957794075	-1.5153978056277968	-2.629054587423364
OG0005613.0	OG0000265.0	OG0000334.9	OG0003155.34	OG0006647.0	OG0000200.0	OG0000026.45	OG0004975.0	OG0003755.0
-2.3147325934831584	-2.897543423349266	-2.089267338097087	-2.9072513144604764	-1.6501818280241396	-1.6481455608676208	-1.1872142911325638	-2.7312063248775216	-1.732164607902385
OG0000177.8	OG0005660.0	OG0000099.0	OG0001981.2	OG0000007.976	OG0000047.282	OG0005081.18	OG0006703.0	OG0005764.0
-2.107803289534515	-2.5088139035410735	-1.190667880226499	-3.36602018158957	-1.3154505308161575	-2.4104282460262545	-2.7446805592942116	-2.108736368174924	-2.6241542753321765
OG0007178.0	OG0000018.842	OG0005438.0	OG0005090.0	OG0000010.475	OG0004985.3	OG0000102.0	OG0013713.0	OG0000442.2
-2.049904905826314	-1.4707287562940685	-2.4916727707196795	-1.9666298615394082	-1.5407782431771522	-2.084976336299282	-1.5153978056277968	-2.0267928458865443	-1.386468347082073
OG0000265.0	OG0004934.6	OG0007739.4	OG0005222.2	OG0000429.0	OG0003568.0	OG0001557.1	OG0011331.0	OG0000006.561
-2.897543423349266	-2.9126729482025246	-4.82398367300962	-2.672082742581352	-1.886299500835272	-1.656535323845471	-1.6615470596449509	-2.888434455040483	-1.4663369871769107
OG0005939.0	OG0000112.0	OG0005686.0	OG0000132.1	OG0004749.2	OG0006930.8	OG0000010.475	OG0000100.1	OG0000435.0
-2.5937898914684347	-1.2012443860853812	-2.464345139503214	-1.4703289516522169	-2.1090475285429777	-2.4422223286050744	-1.5407782431771522	-1.4305089080412838	-2.039784866105864
OG0000012.918	OG0007014.0	OG0000099.0	OG0004964.6	OG0004940.0	OG0000090.24	OG0005097.2	OG0005473.2	OG0000442.2
-1.4031602455622152	-1.520148613262651	-1.190667880226499	-2.4900508536956893	-1.8383057645638685	-1.3778192957794075	-2.6197138438769216	-2.2709040918628958	-1.386468347082073
OG0007208.0	OG0000923.0	OG0004639.6	OG0016440.0	OG0000169.16	OG0000011.866	OG0006143.2	OG0006389.4	OG0000127.0
-4.503077533991928	-1.6228207102633614	-1.4518593431049527	-1.8991568755668882	-1.6402539530945293	-1.3733272473940066	-2.9765317194960947	-1.8119789485830515	-1.4623560380701153
OG0005882.2	OG0000018.842	OG0008351.8	OG0004724.0	OG0009243.3	OG0004473.2	OG0000200.0	OG0000035.64	OG0000001.1420
-2.9612828924271466	-1.4707287562940685	-2.013916780335185	-2.180495303958067	-2.5911794654711495	-2.3090019204430923	-1.6481455608676208	-1.6321816563938067	-1.3147325934831586
OG0004029.0	OG0004469.6	OG0005841.2	OG0005522.8	OG0000192.0	OG0001557.1	OG0000026.45	OG0004536.0	OG0000116.0
-1.991082905263947	-2.7216583413783577	-2.3122226226036955	-3.531322852220749	-1.5657587667480637	-1.6615470596449509	-1.1872142911325638	-2.667492554041963	-1.732164607902385
OG0000575.28	OG0005613.0	OG0000923.0	OG0004524.0	OG0004961.2	OG0012677.4	OG0000011.1	OG0000007.585	OG0005097.2
-1.9850734557618972	-2.3147325934831584	-1.6228207102633614	-2.278583590010193	-2.9948156241402772	-1.7461317195582806	-1.347949534477697	-1.347215245091244	-2.6197138438769216
OG0000112.0	OG0000923.0	OG0011148.0	OG0004376.0	OG0005137.0	OG0000011.1	OG0002869.0	OG0000007.3	OG0008074.12
-1.2012443860853812	-1.6228207102633614	-1.6803820657998387	-2.637558165874356	-1.923304098169617	-1.347949534477697	-2.187378560422908	-1.4564051357473986	-2.1610079067062595
OG0004942.0	OG0000027.457	OG0007552.2	OG0004453.2	OG0000196.0	OG0000047.282	OG0016063.0	OG0000071.0	OG0002991.24
-3.4489811672194284	-2.107803289534515	-2.5933544923279976	-1.874613394634186	-1.1752728727678972	-2.4104282460262545	-1.943971461077249	-1.5006260549978325	-1.8836352433082157
OG0005686.0	OG0009786.0	OG0004934.6	OG0000045.0	OG0005936.0	OG0000245.24	OG0007553.0	OG0000307.20	OG0000102.0
-2.464345139503214	-2.7088679879912467	-2.9126729482025246	-1.3462979086065388	-1.5950968778548693	-1.367731784500487	-1.7607241741174424	-1.1504009888485485	-1.5153978056277968
OG0000177.8	OG0010724.0	OG0006336.3	OG0000710.0	OG0000026.45	OG0000105.0	OG0005827.2	OG0005644.0	OG0005917.0
-2.107803289534515	-2.4104282460262545	-2.1112275322575584	-1.9825056205407274	-1.1872142911325638	-1.6148451031156563	-1.9997114898418764	-2.2997378552532965	-2.629054587423364
OG0000575.28	OG0005096.16	OG0004813.0	OG0004453.2	OG0000074.152	OG0013644.0	OG0000119.0	OG0000013.2	OG0007495.0
-1.9850734557618972	-2.0415656049135844	-2.0531942938094603	-1.874613394634186	-1.6375581658743559	-2.443791328260415	-2.414268267034073	-1.2726458463191588	-2.8395960741399864
OG0000112.0	OG0000176.0	OG0003229.0	OG0001682.68	OG0012281.4	OG0005663.12	OG0000047.282	OG0000026.45	OG0004987.26
-1.2012443860853812	-1.873555700275309	-3.4863273498680676	-2.745164117214237	-3.1090475285429777	-2.9061694283648647	-2.4104282460262545	-1.1872142911325638	-2.0625049426059476
OG0005437.0	OG0004861.3	OG0004225.4	OG0000109.0	OG0000045.0	OG0000239.0	OG0006356.1	OG0000116.0	OG0004840.3
-2.378569332209552	-1.791357890984834	-1.7998723457263979	-1.6975932054422744	-1.3462979086065388	-1.7107557148433576	-2.7446805592942116	-1.732164607902385	-2.380821783940931
OG0000112.0	OG0000099.0	OG0000228.54	OG0006486.0	OG0012071.2	OG0000026.45	OG0003731.0	OG0003463.6	OG0005465.0
-1.2012443860853812	-1.190667880226499	-1.3025820060825506	-1.6075726617862782	-2.055291452373373	-1.1872142911325638	-2.3481331652347563	-2.0017322736212373	-2.11966711132536
OG0000177.8	OG0003821.20	OG0004239.0	OG0000200.0	OG0000001.1420	OG0006685.0	OG0008066.0	OG0004975.0	OG0000007.3
-2.107803289534515	-2.6864058534276087	-3.1253210507925444	-1.6481455608676208	-1.3147325934831586	-1.6186058682131488	-2.0730896932471135	-2.7312063248775216	-1.4564051357473986
OG0003229.0	OG0008920.2	OG0000245.24	OG0000007.976	OG0001710.24	OG0000200.0	OG0005626.0	OG0013899.0	OG0000007.3
-3.4863273498680676	-2.149440579377228	-1.367731784500487	-1.3154505308161575	-1.831357964441161	-1.6481455608676208	-2.160685336544851	-3.3682531104378755	-1.4564051357473986
OG0004670.1	OG0005872.0	OG0005393.6	OG0000429.0	OG0001557.1	OG0005066.2	OG0004243.8	OG0000102.0	OG0000013.2
-2.712645914970793	-3.8140066299300344	-1.0165411884096767	-1.886299500835272	-1.6615470596449509	-2.1999180747615488	-3.7193761974157025	-1.5153978056277968	-1.2726458463191588
OG0000310.18	OG0007178.0	OG0007120.0	OG0001682.68	OG0005431.0	OG0000000.3460	OG0000486.2	OG0012130.2	OG0000001.1420
-1.6157291074575852	-2.049904905826314	-2.9356689537540164	-2.745164117214237	-3.522509172896282	-2.1694201465224596	-1.8349563505169555	-3.217591435072627	-1.3147325934831586
OG0005700.0	OG0003424.0	OG0001986.24	OG0000192.0	OG0000071.0	OG0003338.0	OG0000001.1420	OG0012128.2	OG0000442.2
-1.8698598646635514	-1.5116906642966368	-2.5084034055895517	-1.5657587667480637	-1.5006260549978325	-1.9728459484962733	-1.3147325934831586	-2.584241333477502	-1.386468347082073
OG0004316.0	OG0000027.457	OG0004054.20	OG0000196.0	OG0005296.0	OG0000071.0	OG0000074.152	OG0018987.0	OG0006136.0
-3.084364376569687	-2.107803289534515	-2.9428616956064584	-1.1752728727678972	-1.4332335453778198	-1.5006260549978325	-1.6375581658743559	-2.3100746891435735	-2.3093594213843067
OG0000035.64	OG0006723.0	OG0006461.4	OG0000177.8	OG0011962.0	OG0000039.0	OG0001557.1	OG0004499.0	OG0007546.0
-1.6321816563938067	-2.8562147752913987	-3.095419565078682	-2.107803289534515	-3.5238360941587263	-1.3222888137393203	-1.6615470596449509	-3.1028370366411653	-2.1294182759454148
OG0013830.0	OG0000015.1	OG0004061.2	OG0005531.1	OG0000007.976	OG0005093.2	OG0000192.0	OG0006416.0	OG0000442.2
-1.8018830708475446	-1.0081017984969645	-1.8344417455388262	-2.670244914255253	-1.3154505308161575	-2.0522964439469233	-1.5657587667480637	-3.016249351645075	-1.386468347082073
OG0000265.0	OG0015366.0	OG0001922.12	OG0000056.0	OG0000486.2	OG0003204.0	OG0009985.2	OG0000187.1	OG0006414.0
-2.897543423349266	-3.988962432301402	-2.321206927643708	-1.357714316940423	-1.8349563505169555	-3.0721793798037935	-2.615287037577954	-1.5274082542630671	-2.1975999598851605
OG0000176.0	OG0000045.0	OG0000228.54	OG0000196.0	OG0014056.0	OG0005871.0	OG0005516.0	OG0005073.0	OG0007186.0
-1.873555700275309	-1.3462979086065388	-1.3025820060825506	-1.1752728727678972	-3.0481138503003256	-3.436666120500568	-1.6943212567577124	-1.8635460907313492	-2.415037499278844
OG0005250.2	OG0000015.1	OG0000334.9	OG0000056.0	OG0004376.0	OG0004254.44	OG0017875.0	OG0003726.9	OG0000442.2
-4.171888402113209	-1.0081017984969645	-2.089267338097087	-1.357714316940423	-2.637558165874356	-4.90163434554074	-2.8023861903089258	-3.505697044545254	-1.386468347082073
OG0000265.0	OG0007739.4	OG0004249.0	OG0000047.282	OG0000429.0	OG0005115.3	OG0000026.45	OG0005097.2	OG0012126.3
-2.897543423349266	-4.82398367300962	-1.6743833251783957	-2.4104282460262545	-1.886299500835272	-2.0730896932471135	-1.1872142911325638	-2.6197138438769216	-2.582944140186851
OG0000177.8	OG0000009.921	OG0004966.0	OG0005093.2	OG0016611.0	OG0002709.2	OG0000074.152	OG0000119.0	OG0010513.2
-2.107803289534515	-1.4908615842822894	-1.9768156307517366	-2.0522964439469233	-1.9197516699078796	-2.7495234474970305	-1.6375581658743559	-2.414268267034073	-1.9362209702294289
OG0001709.27	OG0000027.457	OG0004106.0	OG0001808.3	OG0000139.0	OG0000121.128	OG0000119.0	OG0005917.0	OG0006127.2
-2.1645609467758744	-2.107803289534515	-1.9691695698467255	-3.3174626581170616	-1.5587290095614008	-2.13384372432621	-2.414268267034073	-2.629054587423364	-2.038598926835721
OG0007208.0	OG0000177.8	OG0000228.54	OG0000056.0	OG0008343.0	OG0001710.24	OG0002765.0	OG0004818.0	OG0000075.0
-4.503077533991928	-2.107803289534515	-1.3025820060825506	-1.357714316940423	-2.1791879227712805	-1.831357964441161	-1.5236701622428623	-1.7602353734890535	-1.5942254220501242
OG0005710.0	OG0000054.0	OG0000923.0	OG0003381.2	OG0002711.15	OG0000090.24	OG0009114.2	OG0007186.0	OG0000075.0
-2.265344566520995	-1.5576668766702486	-1.6228207102633614	-1.5491978471201813	-2.2508519328764036	-1.3778192957794075	-3.846013122709184	-2.415037499278844	-1.5942254220501242
OG0004861.3	OG0000109.0	OG0000429.0	OG0000043.242	OG0000011.866	OG0004975.0	OG0005473.2	OG0003198.2
-1.791357890984834	-1.6975932054422744	-1.886299500835272	-1.1639142882975944	-1.3733272473940066	-2.7312063248775216	-2.2709040918628958	-2.0555912954672277
OG0000012.918	OG0000112.0	OG0003514.0	OG0013572.0	OG0000228.54	OG0000574.1	OG0000035.64	OG0007219.4	OG0004243.8
-1.4031602455622152	-1.2012443860853812	-1.897543423349266	-2.8600852570032895	-1.3025820060825506	-2.40621599473934	-1.6321816563938067	-1.4449691988177917	-3.7193761974157025
OG0004971.4	OG0000132.40	OG0005032.2	OG0000047.282	OG0005461.0	OG0000018.289	OG0000429.0	OG0003820.20	OG0007495.0
-2.140825544133565	-1.6201572725083175	-2.239225505557113	-2.4104282460262545	-1.9945281487899404	-1.58337640836713	-1.886299500835272	-2.8900377466011817	-2.8395960741399864
OG0000112.0	OG0012913.2	OG0003535.14	OG0005663.12	OG0000039.0	OG0000047.282	OG0003991.2	OG0008987.2	OG0000043.242
-1.2012443860853812	-4.033983056242843	-1.5859727408750985	-2.9061694283648647	-1.3222888137393203	-2.4104282460262545	-3.0180012584066676	-1.5825120014863339	-1.1639142882975944
OG0000027.457	OG0005891.2	OG0012686.0	OG0000047.282	OG0000187.1	OG0000035.64	OG0005933.6	OG0003504.8	OG0012716.0
-2.107803289534515	-1.8756718649977986	-1.6483716708972176	-2.4104282460262545	-1.5274082542630671	-1.6321816563938067	-2.1440103026915196	-2.244685095954902	-2.3090019204430923
OG0000923.0	OG0008457.0	OG0000010.64	OG0006712.0	OG0003156.4	OG0006833.2	OG0000006.561	OG0000350.8	OG0005399.4
-1.6228207102633614	-3.1558554189406562	-1.4568010998066674	-1.5589415300067861	-2.4158071418902627	-2.192974874501356	-1.4663369871769107	-1.4568010998066674	-1.5728229453179
OG0005613.0	OG0000176.0	OG0000109.0	OG0012272.0	OG0003505.8	OG0004473.2	OG0000187.1	OG0007716.0	OG0000013.2
-2.3147325934831584	-1.873555700275309	-1.6975932054422744	0.052555009434105286	-2.887900420223765	-2.3090019204430923	-1.5274082542630671	-2.4872168790826374	-1.2726458463191588
OG0006373.0	OG0000177.8	OG0005153.1	OG0000710.0	OG0003247.1	OG0000002.1788	OG0004451.2	OG0000102.0
-2.1096700506846275	-2.107803289534515	-2.2997378552532965	-1.9825056205407274	-2.3857141938809536	-1.3932735249871873	-2.2440015162022933	-1.5153978056277968
